Etunimi;Lukumäärä
Joselin;7
Joseph;19
Josephina;27
Josephine;366
Joséphine;27
Josetta;35
Josette;27
Josiane;5
Josie;16
Jouki;11
Joukontytär;11
Jouna;6
Jounintytär;36
Jovana;8
Jovanka;5
Jovita;5
Joy;208
Joyce;68
Juan;17
Juana;16
Juanita;69
Judi;10
Judit;207
Judita;6
Judith;287
Judy;22
Juhanantytär;14
Juhani;17
Juhanintytär;18
Juhanna;6
Juhantytär;134
Juho;5
Juhontytär;29
Jukantytär;91
Julanda;16
Jule;6
Juli;75
Julia;21850
Júlia;23
Juliaana;899
Julian;11
Juliana;866
Juliane;21
Juliann;6
Julianna;878
Juli-Anna;5
Julianne;88
Julie;267
Julienna;17
Julienne;18
Juliet;252
Julieta;13
Julieth;6
Julietta;93
Juliette;201
Juliina;7
Julija;51
Julina;94
Juline;7
Juliska;13
Julita;17
Julitta;12
Julius;9
Juljaana;7
July;5
Jumana;10
Jun;18
June;78
Juni;147
Junia;63
Junie;14
Juniper;14
Junita;10
Juno;43
Jurevna;5
Jurievna;6
Jurjevna;28
Jusra;8
Jussintytär;61
Justiina;1395
Justina;93
Justine;24
Justyna;13
Juta;7
Jutta;2794
Jutta-Emilia;6
Jutta-Kaisa;7
Jutta-Maija;5
Jutta-Mari;10
Jutta-Maria;15
Juudit;91
Juuli;1234
Juulia;6528
Juulianna;65
Juuli-Anna;17
Juulie;6
Juulietta;5
Juuli-Maria;11
Juuliska;12
Juuni;17
Juunia;10
Jwan;10
Jwana;6
Jyrintytär;11
Jyrkintytär;20
Jytte;13
K.;6
Ka;19
Kaaren;13
Kaari;79
Kaariina;22
Kaarin;1148
Kaarina;96652
Kaarna;28
Kaddy;10
Kadhim;12
Kadi;17
Kadija;8
Kadir;9
Kadiye;6
Kadra;7
Kadri;27
Kadriye;8
Kai;30
Kaia;19
Kaidi;7
Kaie;7
Kaiho;40
Kaija;13585
Kaija-Anneli;7
Kaija-Helena;11
Kaija-Inkeri;5
Kaijaleena;12
Kaija-Leena;277
Kaija-Liisa;241
Kaija-Maija;13
Kaija-Mari;5
Kaija-Maria;9
Kaija-Riitta;74
Kaija-Sisko;11
Kaijeli;7
Kaiju;50
Kaika;15
Kaila;16
Kaili;13
Kaino;601
Kaintytär;15
Kaire;13
Kairi;16
Kairit;6
Kaisa;19561
Kaisa-Elina;13
Kaisa-Helena;10
Kaisa-Kerttu;7
Kaisaleena;23
Kaisa-Leena;178
Kaisaliisa;10
Kaisa-Liisa;115
Kaisa-Lotta;7
Kaisa-Maaria;15
Kaisamaija;9
Kaisa-Maija;56
Kaisamari;21
Kaisa-Mari;89
Kaisamaria;19
Kaisa-Maria;157
Kaisa-Marja;21
Kaisantytär;5
Kaisa-Reeta;13
Kaisa-Reetta;18
Kaisa-Riikka;8
Kaisa-Riitta;15
Kaisa-Sisko;7
Kaisa-Sofia;5
Kaisi;32
Kaisla;1761
Kaislakerttu;8
Kaisla-Kerttu;11
Kaisla-Maria;16
Kaisli;65
Kaisu;4013
Kaisu-Leena;55
Kaisu-Liina;7
Kaisu-Liisa;13
Kaisu-Maarit;5
Kaisu-Maija;5
Kaisu-Maria;9
Kaitlin;13
Kaitlyn;19
Kaja;29
Kajal;6
Kajo;7
Kajsa;337
Kajsdotter;6
Kalaf;5
Kalevintytär;5
Kali;5
Kalif;5
Kalina;8
Kalinka;11
Kalla;37
Kallentytär;19
Kalpana;6
Kaltrina;16
Kaltun;6
Kamal;22
Kamala;5
Kamel;11
Kami;6
Kamil;15
Kamila;39
Kamile;5
Kamilia;9
Kamilla;411
Kamomilla;72
Kaneli;166
Kanelia;5
Kanerva;1373
Kani;6
Kanita;6
Kaniz;5
Kanjana;9
Kanokwan;7
Kanon;5
Kanya;6
Kanyarat;5
Kaori;10
Käpy;8
Kara;35
Kardelen;8
Kareem;13
Karela;13
Karelia;301
Karen;238
Karena;6
Kareniina;10
Karenina;60
Karetta;6
Kari;10
Kariina;72
Kariitta;29
Karim;13
Karima;43
Karin;3550
Karina;541
Karine;26
Karinka;7
Karinsdotter;6
Karintytär;83
Karishma;5
Karissa;23
Karita;2484
Karitta;19
Karla;457
Karli;5
Karliina;12
Karlotta;24
Karlotte;6
Karlsdotter;10
Karma;17
Karmel;6
Karmela;6
Karmen;26
Karo;24
Karol;7
Karola;264
Karoliina;30611
Karoliine;7
Karolin;49
Karolina;1824
Karoline;93
Karpalo;44
Karrar;5
Kärt;6
Karuliina;6
Karuna;8
Kasandra;21
Kasimiira;10
Kasmiira;13
Kasmira;29
Kasper;9
Kasperiina;12
Kaspia;7
Kassandra;31
Kassim;5
Kastanja;166
Kaste;20
Kastehelmi;758
Kaste-Helmi;31
Kata;161
Kataja;13
Kataliina;11
Katalin;42
Katalina;6
Katariina;48050
Kata-Riina;11
Katarin;7
Katarina;5606
Katarine;66
Katarzyna;50
Kate;129
Käte;8
Katelyn;10
Kateriina;62
Katerina;227
Katerine;13
Kateryna;25
Katharina;393
Katharine;38
Käthe;51
Katherin;6
Katherina;24
Katherine;174
Kathleen;97
Kathrin;31
Kathrina;18
Kathrine;27
Kathryn;39
Kathy;31
Kati;11043
Katia;75
Katianna;12
Kati-Annika;7
Katie;45
Kati-Hannele;5
Kati-Helena;6
Katiina;7
Kati-Johanna;22
Kati-Maaria;8
Kati-Maarit;12
Kati-Mari;12
Kati-Maria;23
Kati-Marika;6
Kati-Marja;5
Kati-Marjaana;5
Katina;18
Katinka;201
Kati-Riina;6
Kati-Sisko;7
Kati-Susanna;14
Katja;17065
Katjaana;108
Katja-Anneli;5
Katja-Helena;14
Katja-Leena;28
Katja-Liisa;14
Katja-Maaria;18
Katja-Maarit;20
Katja-Mari;22
Katja-Maria;58
Katja-Marika;16
Katjana;11
Katjantytär;10
Katja-Pauliina;5
Katja-Riikka;6
Katja-Riina;7
Katju;49
Katjusa;10
Katjusha;13
Katjuska;41
Katla;7
Katleena;20
Katlin;5
Kätlin;22
Katre;9
Katri;14408
Katrianna;21
Katri-Anna;8
Katri-Anneli;5
Katri-Elina;10
Katri-Helena;185
Katriina;20898
Katriine;11
Katri-Johanna;14
Katri-Leena;9
Katri-Liisa;6
Katri-Maaria;7
Katri-Maarit;5
Katri-Mari;9
Katri-Maria;63
Katrin;396
Katrina;872
Katrine;151
Katriona;6
Katri-Susanna;7
Katve;7
Katy;33
Katya;35
Kaukontytär;10
Kauni;5
Kaunokki;6
Kaur;135
Kausar;13
Kauthar;5
Kavita;10
Kawa;7
Kawsar;17
Kawthar;11
Kay;49
Kaya;18
Kayla;50
Kaylee;5
Kayleigh;5
Kaylin;5
Kazhal;6
Kea;43
Kecia;5
Keea;9
Keela;5
Keesia;15
Kehatan;6
Keijontytär;5
Keiju;106
Keijukka;47
Keiko;6
Keira;26
Keisha;6
Kelli;6
Kelly;65
Kelsey;6
Kendi;8
Kendra;28
Kenna;5
Kenny;7
Kenza;19
Kenzy;5
Keren;22
Kerensa;7
Keri;5
Kerim;5
Kerli;23
Kerry;5
Kersti;73
Kerstin;1635
Kerttu;12207
Kerttu-Kaarina;19
Kerttu-Leena;6
Kerttuli;899
Kerttu-Liina;6
Kerttuliisa;5
Kerttu-Liisa;36
Kerttu-Maija;5
Kerttu-Maria;8
Kertu;5
Kesä;5
Kesäheinä;31
Kesätuuli;6
Kesia;48
Keth;14
Ketlin;7
Ketsia;14
Kevät;25
Kevättuuli;6
Keyf;6
Kezia;12
Keziah;6
Kha;12
Khaali;6
Khadar;22
Khadidja;8
Khadiija;6
Khadija;127
Khadijah;15
Khadijeh;6
Khadijo;14
Khadra;57
Khadro;13
Khalaf;5
Khaled;25
Khaleel;5
Khalid;37
Khalida;7
Khalif;20
Khalil;14
Khanh;31
Khanittha;6
Khatera;8
Khava;7
Khawla;9
Kheda;7
Khin;6
Khira;6
Ki;6
Kia;1680
Kia-Maria;32
Kiana;97
Kianna;21
Kiara;152
Kicki;5
Kida;9
Kide;19
Kielo;794
Kien;6
Kiera;6
Kieu;34
Kifah;5
Kiia;2612
Kiia-Karoliina;5
Kiia-Maria;33
Kiia-Riikka;5
Kiia-Sofia;8
Kiida;10
Kiin;5
Kiira;1571
Kiisa;38
Kika;5
Kiki;29
Kikka;65
Killa;7
Kim;275
Kimberley;9
Kimberly;43
Kimete;13
Kimia;6
Kimmontytär;27
Kimsdotter;19
Kinga;21
Kiona;5
Kira;1052
Kira-Maria;8
Kiran;13
Kiri;7
Kiriaki;5
Kirke;18
Kirre;6
Kirsi;21686
Kirsi-Anneli;6
Kirsi-Hannele;13
Kirsi-Helena;7
Kirsi-Johanna;6
Kirsi-Kaarina;7
Kirsikka;1142
Kirsi-Leena;33
Kirsi-Liisa;12
Kirsi-Maaret;8
Kirsi-Maaria;43
Kirsi-Maarit;90
Kirsi-Maija;25
Kirsimari;10
Kirsi-Mari;70
Kirsimaria;26
Kirsi-Maria;386
Kirsi-Marie;11
Kirsi-Marika;12
Kirsimarja;95
Kirsi-Marja;1404
Kirsi-Marjaana;13
Kirsi-Marjatta;5
Kirsi-Marjo;16
Kirsi-Marju;5
Kirsi-Marjut;27
Kirsi-Minna;6
Kirsintytär;6
Kirsi-Tiina;8
Kirsten;77
Kirsti;15342
Kirstie;6
Kirsti-Elina;6
Kirstiina;17
Kirsti-Kaarina;14
Kirsti-Leena;8
Kirsti-Liisa;52
Kirsti-Maija;9
Kirsti-Maria;9
Kirstin;12
Kirstine;7
Kirta;39
Kismet;7
Kisse;5
Kisu;9
Kit;8
Kita;6
Kiti;204
Kitri;5
Kitta;60
Kitte;37
Kitti;13
Kitty;126
Kiuru;24
Kjellsdotter;7
Kjerstin;13
Klaara;300
Klara;341
Klára;5
Klarissa;18
Klaudia;395
Klavdia;8
Klea;16
Kleopatra;8
Kobra;8
Koidu;5
Konkordia;8
Konstance;5
Konstantia;9
Konstantina;18
Konstantinovna;9
Kornelia;9
Koru;5
Kosar;7
Koskinen;6
Kosovare;11
Kotivalo;21
Kousar;5
Kowsar;11
Koyuki;5
Kreeta;395
Kreeta-Liisa;5
Kreetta;485
Kreetta-Liisa;11
Krenare;12
Kreta;17
Kris;8
Krishna;6
Kriska;5
Krispiina;6
Krispina;10
Krisse;40
Krista;6576
Kristabel;5
Krista-Helena;5
Kristal;16
Krista-Liisa;7
Kristalli;6
Krista-Maaria;9
Krista-Maarit;7
Krista-Mari;8
Krista-Maria;42
Krista-Marie;5
Krista-Tuulia;5
Kristel;227
Kristell;7
Kristella;67
Kristelle;12
Kristen;53
Kristi;30
Kristian;46
Kristiana;18
Kristianintytär;5
Kristianna;15
Kristiansdotter;9
Kristiin;14
Kristiina;75151
Kristiine;35
Kristin;383
Kristina;11952
Kristine;527
Kristy;12
Krisztina;23
Krystal;8
Krystyna;24
Ksenia;294
Kseniia;27
Ksenija;41
Kseniya;6
Ksenja;18
Ku;7
Kübra;20
Kuisma;8
Kukka;731
Kukka-Lotta;5
Kukkamaaria;51
Kukka-Maaria;730
Kukka-Maarit;5
Kukkamaria;7
Kukka-Maria;90
Kukka-Sofia;5
Külli;9
Küllike;5
Kulta;19
Kultakukka;5
Kumari;32
Kunilla;6
Kurdistan;6
Kurtsdotter;5
Kustaava;352
Kustava;6
Kuu;51
Kuunsäde;11
Kuura;88
Kuutamo;7
Kuutar;28
Kyla;6
Kylie;14
Kyllevi;5
Kylli;67
Kyllikki;34637
Kyra;20
Kyynel;6
La;19
la;5
Laara;8
Lada;16
Ladan;10
Ladina;5
Lady;7
Laelia;10
Laetitia;17
Lahja;4181
Lahja-Maria;7
Lai;13
Laia;27
Laija;5
Laila;4151
Laili;5
Laimi;283
Laina;1463
Laine;65
Laini;15
Laisa;5
Lakshmi;15
Lala;12
Lalana;5
Lale;11
Laleh;12
Lalia;6
Lalita;19
Lalla;13
Lam;25
Lamar;13
Lamia;17
Lamija;9
Lamis;5
Lamores;7
Lan;80
Lana;91
Lane;6
Lang;7
Lani;14
Lano;5
Lanya;9
Lara;584
Larin;17
Larisa;247
Larissa;624
Larsdotter;37
Larysa;16
Lassentytär;11
Lassintytär;11
Latifa;25
Latife;6
Lauha;132
Laulikki;14
Laulu;8
Laura;26814
Laura-Anniina;5
Laura-Annika;7
Laura-Elina;22
Laura-Emilia;25
Laura-Johanna;8
Laura-Kaisa;53
Laura-Kristiina;5
Laura-Leena;17
Laura-Liisa;21
Laura-Linnea;5
Laura-Lotta;8
Laura-Maaria;8
Lauramaija;6
Laura-Maija;31
Laura-Mari;14
Laura-Maria;151
Laurana;8
Laurantytär;6
Laura-Sisko;5
Laura-Sofia;19
Laura-Tuulia;6
Laure;25
Laurea;5
Laurel;15
Laureline;6
Lauren;102
Laurence;6
Lauretta;5
Laurette;8
Lauri;6
Lauria;7
Lauriina;374
Laurina;10
Laurintytär;40
Lava;8
Laventeli;6
Lavin;16
Lavinia;44
Laxmi;16
Lay;9
Layal;7
Layan;6
Layla;77
Le;84
Lea;12085
Léa;30
Lea-Anneli;5
Leah;156
Lea-Kaarina;5
Lea-Liisa;17
Lea-Maarit;7
Lea-Mari;5
Lea-Maria;7
Leami;5
Leana;23
Leandra;42
Leanna;78
Leanne;29
Learta;5
Lea-Sofia;5
Lee;138
Leea;1447
Leea-Maria;11
Leela;16
Leelia;15
Leelo;9
Leen;10
Leena;48156
Leena-Anneli;19
Leena-Inkeri;5
Leena-Johanna;5
Leena-Kaarina;40
Leena-Kaija;6
Leenakaisa;16
Leena-Kaisa;140
Leena-Katriina;6
Leena-Kristiina;6
Leena-Liisa;13
Leena-Maaria;7
Leena-Maarit;12
Leenamaija;23
Leena-Maija;358
Leenamari;13
Leena-Mari;39
Leenamaria;7
Leena-Maria;70
Leena-Marja;67
Leena-Marjatta;28
Leena-Marjukka;5
Leena-Marjut;8
Leenantytär;7
Leena-Riitta;32
Leena-Sisko;32
Leenastiina;7
Leena-Stiina;5
Leene;13
Leeni;412
Leenu;31
Leenukka;5
Leevi;5
Lehtonen;5
Lei;23
Leia;161
Leiah;8
Leida;13
Leifsdotter;7
Leigh;33
Leija;63
Leila;11477
Leila-Anneli;6
Leila-Maija;5
Leila-Maria;6
Leila-Marja;7
Leilani;10
Leili;16
Leimu;6
Leina;15
Leini;12
Leinikki;21
Leino;5
Lejla;37
Lele;5
Lelia;9
Lembi;12
Lemmi;5
Lemmikki;792
Lemmitty;318
Lemoni;6
Lempi;2185
Lena;1747
Léna;7
Lena-Maria;25
Lene;80
Leni;243
Lenina;9
Lenita;553
Lenja;7
Lenka;6
Lenna;9
Lennartsdotter;8
Lenni;5
Lenny;11
Lenore;7
Leo;22
Leon;5
Leona;725
Leonarda;5
Leonda;7
Leone;36
Leonella;5
Leoni;13
Leonia;13
Leonida;8
Leonidovna;16
Leonie;95
Léonie;10
Leonilla;15
Leonita;13
Leonna;21
Leonoora;29
Leonor;26
Leonora;289
Leonore;65
Leontina;10
Leontine;35
Leontytär;5
Leora;8
Ler;10
Lesley;7
Leslie;21
Leticia;34
Letitia;5
Letizia;10
Levina;13
Lewis;6
Lexi;8
Lexie;7
Leya;14
Leyla;154
Leylo;7
Li;221
Lia;378
Lía;5
Liah;11
Lian;17
Liana;255
Liane;10
Liang;7
Lianna;93
Lianne;7
Liban;34
Liberty;7
Lida;48
Lidia;493
Lidiia;5
Lidija;25
Lidiya;9
Lie;7
Lieko;5
Liel;9
Lien;37
Liena;6
Liese;6
Liesel;6
Lieselotte;9
Lieu;10
Ligia;5
Lii;25
Liia;328
Liibaan;6
Liida;96
Liidia;63
Liila;45
Liili;6
Liilia;36
Liin;7
Liina;2026
Liina-Kaisa;11
Liinalotta;7
Liina-Lotta;24
Liina-Maaria;5
Liina-Maija;17
Liinamari;5
Liina-Mari;5
Liinamaria;8
Liina-Maria;21
Liine;29
Liini;15
Liinu;516
Liis;22
Liisa;66596
Liisa-Anneli;6
Liisa-Elina;6
Liisa-Emilia;7
Liisa-Helena;8
Liisa-Inkeri;6
Liisa-Kaarina;10
Liisalotta;5
Liisa-Lotta;21
Liisa-Maaria;10
Liisamaija;23
Liisa-Maija;71
Liisamari;13
Liisa-Mari;22
Liisamaria;16
Liisa-Maria;141
Liisa-Marie;9
Liisa-Marja;15
Liisa-Marjaana;5
Liisa-Marjatta;13
Liisa-Sisko;5
Liise;20
Liisi;1152
Liisi-Maria;8
Liisu;55
Liisukka;20
Liivia;37
Lija;17
Lijana;6
Likka;5
Lil;7
Lila;951
Lilah;9
Lilan;6
Lilas;5
Lilette;5
Lili;599
Lilia;1107
Lilian;2288
Liliana;192
Liliane;35
Liliann;17
Lili-Ann;14
Lilianna;88
Lilianne;10
Lili-Anne;6
Lilibeth;9
Lilie;7
Lilien;9
Liliia;20
Lilija;37
Lilith;40
Liliya;24
Lilja;8210
Liljaana;20
Lilja-Emilia;5
Lilja-Lotta;5
Lilja-Maaria;5
Lilja-Mari;8
Lilja-Maria;33
Liljan;18
Liljana;6
Liljankukka;5
Lilja-Sofia;7
Liljen;10
Lilka;8
Lill;24
Lilla;63
Lillan;13
Lille;7
Lillebil;6
Lillemor;290
Lille-Mor;20
Lillevi;11
Lilli;2252
Lillian;154
Lillie;13
Lilli-Lotta;7
Lillimari;5
Lilli-Maria;9
Lillukka;8
Lilly;369
Lilly-Ann;7
Lilo;19
Lilou;8
Liloz;5
Lily;716
Lilya;40
Lilyan;23
Lilyana;10
Lily-Anna;5
Lily-Rose;5
Limei;6
Limor;7
Lin;61
Lina;1198
Lina-Lotta;9
Lina-Maria;10
Lina-Sofia;6
Linda;7809
Linda-Lotta;15
Linda-Mari;22
Linda-Maria;127
Linda-Marie;35
Linda-Sofia;15
Lindis;9
Lindita;7
Lindiwe;6
Lindsay;13
Lindsey;8
Lindvi;5
Line;112
Linea;129
Linéa;50
Linette;21
Ling;43
Linh;132
Linn;645
Linna;6
Linne;149
Linnea;19533
Linneá;6
Linnéa;2893
Linnèa;31
Linni;8
Lintu;7
Liona;33
Lioubov;59
Lioudmila;119
Lippe;11
Liridona;11
Lirije;12
Lis;27
Lisa;1954
Lisabet;8
Lisabeth;8
Lisa-Maria;48
Lisa-Marie;44
Lisandra;12
Lisanna;7
Lisbet;467
Lisbeth;814
Lis-Beth;11
Lis-Britt;26
Lise;113
Lisel;11
Liseli;6
Liselott;102
Lise-Lott;69
Liselotte;88
Lise-Lotte;88
Lise-Maj;22
Lisen;173
Lisett;5
Lisette;163
Lisi;16
Lis-Maj;12
Lis-Mari;27
Lis-Marie;32
Lissa;7
Lisse;9
Lissu;27
Lita;20
Litja;5
Liu;12
Liubov;130
Liudmila;214
Liv;219
Liva;9
Livi;8
Livia;1066
Livian;17
Livie;5
Liya;17
Liyana;17
Liz;30
Liza;73
Lizbeth;10
Lizeth;5
Lizette;49
Lizzie;9
Lizzy;6
Ljuba;16
Ljubica;6
Ljubov;101
Ljudmila;175
Ljudmilla;9
Lo;37
Loa;7
Loan;47
Loana;5
Lois;14
Loise;5
Loja;5
Lola;171
Lolan;59
Lolita;45
Lona;12
Lonny;8
Loore;5
Lootus;6
Lora;18
Lore;9
Loredana;8
Lorelei;6
Loreley;6
Loren;10
Lorena;54
Lorenza;5
Loreta;14
Loretta;28
Lorette;6
Lori;13
Lorin;30
Lorina;5
Lorita;7
Lorna;18
Lorraine;24
Lory;8
Los;6
Lotta;11279
Lotta-Emilia;28
Lotta-Kaisa;15
Lotta-Karoliina;8
Lotta-Leena;11
Lottaliina;16
Lotta-Liina;11
Lotta-Liisa;22
Lotta-Linnea;5
Lotta-Maaria;27
Lotta-Maija;17
Lottamari;6
Lotta-Mari;29
Lotta-Maria;90
Lotta-Riikka;6
Lottariina;8
Lotta-Riina;13
Lotta-Sofia;25
Lottastiina;5
Lotte;295
Lotten;41
Lotti;12
Lottie;6
Lotus;10
Lou;19
Loubna;10
Louhi;18
Louice;22
Louis;13
Louisa;153
Louise;2300
Louisé;6
Louiza;5
Louna;457
Lounatuuli;36
Louna-Tuuli;7
Lourdes;28
Lova;95
Love;30
Lovelia;6
Loviisa;3020
Lovina;5
Lovis;51
Lovisa;1308
Lovise;8
Lowa;25
Lu;18
Lua;8
Luana;32
Luay;6
Luba;6
Lubna;9
Lubov;9
Luca;11
Luci;5
Lucia;780
Lucía;16
Luciana;31
Lucianna;6
Lucie;46
Lucienne;13
Lucilla;8
Lucille;18
Lucina;34
Lucinda;28
Lucrezia;6
Lucy;120
Ludmila;123
Ludmilla;14
Ludovica;5
Luella;8
Luisa;156
Luise;61
Luiza;30
Luka;13
Lukas;7
Lul;11
Luljeta;15
Lulu;131
Lumen;5
Lumena;5
Lumi;4369
Lumia;1295
Lumianna;40
Lumi-Anna;5
Lumie;7
Lumiel;8
Lumiela;5
Lumiella;22
Lumi-Emilia;8
Lumihelmi;20
Lumi-Helmi;22
Lumika;5
Lumikirsikka;12
Lumikki;398
Lumikukka;125
Lumi-Kukka;33
Lumilia;12
Lumililja;20
Lumi-Lilja;21
Lumilla;37
Lumi-Maaria;7
Lumimaria;7
Lumi-Maria;28
Lumimarja;34
Lumi-Marja;8
Lumina;425
Luminea;18
Luminella;5
Luminia;15
Luminita;8
Luminka;17
Lumi-Sofia;7
Lumitähti;8
Lumituuli;25
Lumi-Tuuli;26
Lumituulia;5
Lumi-Tuulia;18
Lumme;10
Lumnije;15
Lumo;31
Lumpeenkukka;8
Luna;1194
Lunetta;6
Luong;6
Lusia;10
Lusiina;25
Lusina;13
Luul;23
Luula;6
Luz;32
Luzia;5
Ly;56
Lya;7
Lycka;9
Lycke;13
Lydia;2450
Lydmila;37
Lykke;93
Lyn;10
Lynda;9
Lynette;8
Lynn;137
Lynne;28
Lyra;21
Lys;5
Lyubov;9
Lyudmila;11
Lyudmyla;9
Lyydi;193
Lyydia;5444
Lyyli;1493
Lyylia;20
Lyylikki;78
Lyyra;15
Lyyti;309
M;10
M.;30
Ma;15
Ma.;14
Maaida;5
Maame;7
Maana;9
Maara;5
Maare;60
Maarea;6
Maareka;8
Maaren;56
Maaret;4302
Maareta;15
Maaretta;52
Maari;166
Maaria;15291
Maarian;5
Maarianna;7
Maarica;5
Maarika;917
Maarikka;16
Maarin;9
Maarina;5
Maarit;57549
Maarita;125
Maarit-Hannele;9
Maaritta;8
Maarja;42
Maaru;16
Maaruska;5
Maayan;6
Mabel;25
Mackenzie;13
Macy;8
Madalena;10
Maddalena;12
Madde;6
Maddison;5
Madelaine;51
Madelein;61
Madeleine;1187
Madelen;52
Madelén;14
Madelene;135
Madeléne;14
Madeliina;7
Madelin;8
Madelina;8
Madeline;61
Madelyn;11
Madhu;6
Madicken;43
Madiha;6
Madilta;5
Madina;43
Madison;40
Madita;5
Madleena;38
Madlen;5
Madlena;12
Madli;5
Madonna;25
Mae;108
Maeva;6
Maeve;11
Mafalda;14
Magali;12
Magda;72
Magdaleena;553
Magdalen;9
Magdalena;1249
Magdalene;11
Magdalini;5
Magdolna;9
Magdy;5
Magga;12
Mággá;5
Maggi;8
Maggie;31
Magna;5
Magnhild;19
Magnolia;14
Magnusdotter;19
Magreta;7
Maha;11
Mahabad;6
Mahad;38
Mahamed;180
Mahamed-Deeq;6
Mahamud;71
Mahamuud;6
Mahbuba;5
Mahdi;35
Mahdia;6
Mahdieh;5
Maher;10
Mahin;6
Mahlet;7
Mahmood;13
Mahmoud;35
Mahmud;6
Mahnaz;22
Mahnoor;8
Mahsa;20
Mahtab;11
Mai;706
Maia;325
Maïa;5
Maibrit;7
Mai-Brit;13
Mai-Britt;33
Maida;57
Maie;18
Maiia;7
Maija;31280
Maija-Anneli;7
Maija-Elina;15
Maija-Helena;24
Maija-Inkeri;6
Maija-Kaarina;31
Maijakaisa;9
Maija-Kaisa;56
Maija-Katariina;5
Maijaleena;25
Maija-Leena;965
Maijaliina;5
Maija-Liina;8
Maijaliisa;62
Maija-Liisa;4749
Maija-Lotta;5
Maija-Maria;5
Maija-Reeta;5
Maija-Reetta;22
Maija-Riikka;16
Maija-Riina;6
Maijariitta;9
Maija-Riitta;296
Maija-Sisko;33
Maija-Sofia;8
Maijastiina;117
Maija-Stiina;40
Maijastina;16
Maija-Stina;9
Maija-Terttu;5
Maijeli;19
Maij-Lis;11
Maiju;4074
Maiju-Elina;5
Maiju-Emilia;5
Maijukka;14
Maijuleena;5
Maiju-Leena;22
Maijuli;8
Maiju-Liina;12
Maiju-Liisa;10
Maiju-Lotta;5
Maiju-Riikka;7
Maika;13
Maike;9
Maiken;6
Maikki;319
Maikku;24
Maila;2765
Maile;9
Maileena;68
Mai-Leena;13
Mailen;12
Mai-Len;5
Maili;438
Mailiina;6
Mailiis;6
Mailiisa;6
Mai-Liisa;6
Mailikki;11
Mailin;6
Mailis;1184
Mai-Lis;55
Maimi;5
Maimu;10
Maina;16
Maine;5
Maini;290
Mainikki;70
Maininki;17
Maira;25
Maire;7091
Maire-Liisa;5
Mairi;31
Mai-Riitta;5
Mairit;39
Maisa;1905
Maise;8
Maisi;10
Maisie;18
Maissi;40
Maisu;13
Maite;5
Maivor;12
Maiya;5
Maiza;7
Maj;729
Maja;450
Maja-Lisa;20
Maja-Stina;8
Maj-Brit;34
Majbritt;35
Maj-Britt;1135
Majda;8
Majen;5
Majgret;8
Maj-Gret;117
Maj-Gun;27
Maj-Helen;16
Majida;7
Majken;44
Maj-Kristin;6
Maj-Leena;14
Majlen;39
Maj-Len;370
Majlinda;11
Majlis;214
Maj-Lis;814
Maj-Lise;5
Maj-Louise;11
Majok;6
Maj-Rut;5
Maj-Ruth;7
Majvi;6
Maj-Viol;12
Majvor;127
Makeda;6
Makena;7
Maki;5
Makka;7
Mako;9
Makreeta;13
Mala;6
Malaika;41
Malak;70
Malalai;6
Malanja;7
Malee;7
Maleena;79
Malena;248
Malene;18
Malgorzata;46
Mali;19
Malia;19
Maliha;13
Maliina;26
Maliisa;5
Malika;61
Malin;1203
Malina;46
Malinda;9
Malisa;10
Malka;7
Malla;835
Malle;25
Mallu;15
Malou;51
Malva;188
Malviina;303
Malvina;69
Malwa;5
Malyun;5
Malyuun;6
Mame;7
Mamie;6
Mamta;5
Man;24
Mana;11
Manaal;14
Manahil;5
Manal;24
Manar;23
Manda;116
Mandana;20
Mandeep;7
Mandelina;9
Mandi;437
Mandisa;5
Mandy;40
Maneerat;5
Manel;5
Manha;12
Manijeh;5
Manja;56
Manjaana;8
Manju;6
Manna;103
Manon;12
Månsdotter;6
Mansi;14
Mansikka;31
Manta;227
Manteli;43
Manti;11
Manuela;142
Manuella;10
Mar;22
Mara;21
Maral;16
Maram;14
Marcela;43
Marcelina;7
Marcella;50
Marcelle;18
Marcia;12
Marcusdotter;13
Mardy;5
Mare;51
Marea;5
Maree;22
Mareena;127
Mareike;6
Marella;34
Marelle;5
Maren;69
Marén;5
Marena;88
Maret;85
Máret;12
Maretta;26
Marette;8
Marfa;18
Marga;14
Margalit;13
Margareeta;825
Margareetta;906
Margaret;487
Margareta;10787
Margarete;60
Margareth;97
Margaretha;2192
Margarethe;79
Margaretta;34
Margarette;5
Margarida;5
Margariitta;7
Margarita;429
Margaux;8
Marge;43
Margerita;14
Marget;43
Margeta;11
Margetta;310
Margherita;37
Marghita;15
Margie;7
Margiitta;5
Margit;8788
Margita;431
Margite;5
Margith;5
Margitha;36
Margitta;89
Margo;9
Margot;234
Margret;30
Margrete;10
Margrethe;17
Marguerita;13
Marguerite;103
Marguerithe;7
Margurite;14
Mari;24423
Maria;199564
María;72
Mária;34
Maria/Maija;5
Mariaana;448
Maria-Annika;6
Maria-Christina;9
Maria-Elena;20
Maria-Eliisa;5
Maria-Elina;18
Maria-Elisa;10
Maria-Emilia;12
Mariah;46
Maria-Helena;40
Maria-Johanna;10
Maria-Kaarina;7
Maria-Kaisa;8
Maria-Karoliina;9
Maria-Katariina;10
Maria-Kristiina;12
Maria-Kristina;5
Maria-Leena;167
Maria-Lena;5
